2024-08-21 13:28:14 - {'stat': 'median', 'amp': 6.068722529472795, 'amp_std': 2.0097616845290855, 'phase': -2.69749418037876, 'phase_std': 0.38444751259781185, 'amp2': 5.053460117983076, 'amp2_std': 2.0054360565363387, 'phase2': -3.6687588185074795, 'phase2_std': 0.4629844159619209}
2024-08-21 13:32:34 - {'stat': 'median', 'amp': 3.633477840092888, 'amp_std': 1.1423581494642883, 'phase': -3.009531346154768, 'phase_std': 0.379914162776988, 'amp2': 2.759214579993305, 'amp2_std': 1.1655806548497578, 'phase2': -4.239777813785343, 'phase2_std': 0.4938581415010097}
2024-08-21 13:32:35 - {'stat': 'median', 'amp': 4.136265026721051, 'amp_std': 1.4839082791176852, 'phase': -2.2794971728584286, 'phase_std': 0.3638905204845473, 'amp2': 3.0850906226228973, 'amp2_std': 1.508436738573695, 'phase2': -3.127207415290514, 'phase2_std': 0.48066793726135293}
2024-08-21 13:32:35 - {'stat': 'median', 'amp': 5.174748433503398, 'amp_std': 2.3365852001747665, 'phase': -2.6134885736165914, 'phase_std': 0.5127484485198236, 'amp2': 4.401020550770961, 'amp2_std': 2.344359599272205, 'phase2': -3.5398367809031575, 'phase2_std': 0.6024795438429549}
2024-08-21 13:32:36 - {'stat': 'median', 'amp': 7.320559484025917, 'amp_std': 3.5137584327245324, 'phase': -2.4535180975566115, 'phase_std': 0.5183372351422608, 'amp2': 6.18870639107, 'amp2_std': 3.547820462046643, 'phase2': -3.342335948390948, 'phase2_std': 0.6089562029960105}
2024-08-21 13:32:36 - {'stat': 'median', 'amp': 3.96419388645755, 'amp_std': 1.4395833652295726, 'phase': -2.4950891679683154, 'phase_std': 0.39778580146750214, 'amp2': 2.8504560264592067, 'amp2_std': 1.4445694925955648, 'phase2': -3.418564863323957, 'phase2_std': 0.5525037170129807}
2024-08-21 13:32:37 - {'stat': 'median', 'amp': 5.44981064007091, 'amp_std': 1.74995078143023, 'phase': -2.6534795908141793, 'phase_std': 0.36858618959525385, 'amp2': 4.51120489379025, 'amp2_std': 1.7479045259270691, 'phase2': -3.6123869477997337, 'phase2_std': 0.4464269378959784}
2024-08-21 13:34:22 - {'stat': 'median', 'amp': 3.79010595381297, 'amp_std': 1.137702504206091, 'phase': -2.904658751492429, 'phase_std': 0.3606315609753903, 'amp2': 2.8367153433451495, 'amp2_std': 1.142253755215609, 'phase2': -4.095196603863739, 'phase2_std': 0.48129162782011997}
2024-08-21 13:34:23 - {'stat': 'median', 'amp': 5.6334452177317775, 'amp_std': 1.8896448968791293, 'phase': -2.4773848844993385, 'phase_std': 0.36524947731285984, 'amp2': 4.3846759215226605, 'amp2_std': 1.8968157732710238, 'phase2': -3.398688167052176, 'phase2_std': 0.46850720674473884}
2024-08-21 13:34:23 - {'stat': 'median', 'amp': 6.771512365221424, 'amp_std': 2.6456386122810307, 'phase': 3.582485597833715, 'phase_std': 0.4537950184613998, 'amp2': 5.908669909336238, 'amp2_std': 2.64947216604558, 'phase2': 2.6402317162131475, 'phase2_std': 0.52020888471254}
2024-08-21 13:34:24 - {'stat': 'median', 'amp': 8.393968682788781, 'amp_std': 3.92127330467962, 'phase': -2.4519398215830974, 'phase_std': 0.5042841338171735, 'amp2': 7.172999054181867, 'amp2_std': 3.945808715113598, 'phase2': -3.3593376008386406, 'phase2_std': 0.5878387567547257}
2024-08-21 13:34:24 - {'stat': 'median', 'amp': 5.717719741161666, 'amp_std': 1.7993543185912786, 'phase': -2.4850877087848424, 'phase_std': 0.34367588480431877, 'amp2': 4.462500199462895, 'amp2_std': 1.802734660487966, 'phase2': -3.4172817581687505, 'phase2_std': 0.4401940176565536}
2024-08-21 13:34:25 - {'stat': 'median', 'amp': 6.068722529472795, 'amp_std': 2.0097616845290855, 'phase': -2.69749418037876, 'phase_std': 0.38444751259781185, 'amp2': 5.053460117983076, 'amp2_std': 2.0054360565363387, 'phase2': -3.6687588185074795, 'phase2_std': 0.4629844159619209}
2024-08-21 13:59:58 - {'stat': 'median', 'amp': 3.633477840092888, 'amp_std': 1.1423581494642883, 'phase': -3.009531346154768, 'phase_std': 0.379914162776988, 'amp2': 2.759214579993305, 'amp2_std': 1.1655806548497578, 'phase2': -4.239777813785343, 'phase2_std': 0.4938581415010097}
2024-08-21 13:59:58 - {'stat': 'median', 'amp': 4.136265026721051, 'amp_std': 1.4839082791176852, 'phase': -2.2794971728584286, 'phase_std': 0.3638905204845473, 'amp2': 3.0850906226228973, 'amp2_std': 1.508436738573695, 'phase2': -3.127207415290514, 'phase2_std': 0.48066793726135293}
2024-08-21 13:59:59 - {'stat': 'median', 'amp': 5.174748433503398, 'amp_std': 2.3365852001747665, 'phase': -2.6134885736165914, 'phase_std': 0.5127484485198236, 'amp2': 4.401020550770961, 'amp2_std': 2.344359599272205, 'phase2': -3.5398367809031575, 'phase2_std': 0.6024795438429549}
2024-08-21 14:00:00 - {'stat': 'median', 'amp': 7.320559484025917, 'amp_std': 3.5137584327245324, 'phase': -2.4535180975566115, 'phase_std': 0.5183372351422608, 'amp2': 6.18870639107, 'amp2_std': 3.547820462046643, 'phase2': -3.342335948390948, 'phase2_std': 0.6089562029960105}
2024-08-21 14:00:00 - {'stat': 'median', 'amp': 3.96419388645755, 'amp_std': 1.4395833652295726, 'phase': -2.4950891679683154, 'phase_std': 0.39778580146750214, 'amp2': 2.8504560264592067, 'amp2_std': 1.4445694925955648, 'phase2': -3.418564863323957, 'phase2_std': 0.5525037170129807}
2024-08-21 14:00:01 - {'stat': 'median', 'amp': 5.44981064007091, 'amp_std': 1.74995078143023, 'phase': -2.6534795908141793, 'phase_std': 0.36858618959525385, 'amp2': 4.51120489379025, 'amp2_std': 1.7479045259270691, 'phase2': -3.6123869477997337, 'phase2_std': 0.4464269378959784}
2024-08-21 14:01:27 - {'stat': 'median', 'amp': 3.79010595381297, 'amp_std': 1.137702504206091, 'phase': -2.904658751492429, 'phase_std': 0.3606315609753903, 'amp2': 2.8367153433451495, 'amp2_std': 1.142253755215609, 'phase2': -4.095196603863739, 'phase2_std': 0.48129162782011997}
2024-08-21 14:01:27 - {'stat': 'median', 'amp': 5.6334452177317775, 'amp_std': 1.8896448968791293, 'phase': -2.4773848844993385, 'phase_std': 0.36524947731285984, 'amp2': 4.3846759215226605, 'amp2_std': 1.8968157732710238, 'phase2': -3.398688167052176, 'phase2_std': 0.46850720674473884}
2024-08-21 14:01:28 - {'stat': 'median', 'amp': 6.771512365221424, 'amp_std': 2.6456386122810307, 'phase': 3.582485597833715, 'phase_std': 0.4537950184613998, 'amp2': 5.908669909336238, 'amp2_std': 2.64947216604558, 'phase2': 2.6402317162131475, 'phase2_std': 0.52020888471254}
2024-08-21 14:01:29 - {'stat': 'median', 'amp': 8.393968682788781, 'amp_std': 3.92127330467962, 'phase': -2.4519398215830974, 'phase_std': 0.5042841338171735, 'amp2': 7.172999054181867, 'amp2_std': 3.945808715113598, 'phase2': -3.3593376008386406, 'phase2_std': 0.5878387567547257}
2024-08-21 14:01:29 - {'stat': 'median', 'amp': 5.717719741161666, 'amp_std': 1.7993543185912786, 'phase': -2.4850877087848424, 'phase_std': 0.34367588480431877, 'amp2': 4.462500199462895, 'amp2_std': 1.802734660487966, 'phase2': -3.4172817581687505, 'phase2_std': 0.4401940176565536}
2024-08-21 14:01:30 - {'stat': 'median', 'amp': 6.068722529472795, 'amp_std': 2.0097616845290855, 'phase': -2.69749418037876, 'phase_std': 0.38444751259781185, 'amp2': 5.053460117983076, 'amp2_std': 2.0054360565363387, 'phase2': -3.6687588185074795, 'phase2_std': 0.4629844159619209}
2024-08-21 14:02:34 - {'stat': 'median', 'amp': 3.6334788684118497, 'amp_std': 1.142358118613104, 'phase': -3.0095311846768213, 'phase_std': 0.3800373244201127, 'amp2': 2.7592153948100746, 'amp2_std': 1.1655805215631796, 'phase2': 2.0434078061186716, 'phase2_std': 0.4940173323016428}
2024-08-21 14:02:34 - {'stat': 'median', 'amp': 4.136264927033849, 'amp_std': 1.4839083898857934, 'phase': -14.845867846842099, 'phase_std': 0.36386260281769944, 'amp2': 3.0850905008599447, 'amp2_std': 1.5084368856871473, 'phase2': -3.127207492740181, 'phase2_std': 0.48066797920344445}
2024-08-21 14:02:35 - {'stat': 'median', 'amp': 5.174747166632824, 'amp_std': 2.336584852721485, 'phase': -15.179859414799944, 'phase_std': 0.512905310251936, 'amp2': 4.401019274830194, 'amp2_std': 2.3443592721082482, 'phase2': -3.539837054379666, 'phase2_std': 0.6024797804791983}
2024-08-21 14:02:36 - {'stat': 'median', 'amp': 7.32056239852153, 'amp_std': 3.5137585461952523, 'phase': -15.019888615368165, 'phase_std': 0.5184726243519852, 'amp2': 6.188709338383588, 'amp2_std': 3.547820651696678, 'phase2': -3.34233585632253, 'phase2_std': 0.6089558849715464}
2024-08-21 14:02:36 - {'stat': 'median', 'amp': 3.964191359595746, 'amp_std': 1.4395831655281786, 'phase': -15.061459889372134, 'phase_std': 0.3977888501107281, 'amp2': 2.850453490529551, 'amp2_std': 1.4445693413378717, 'phase2': 9.147805611852322, 'phase2_std': 0.552428691694224}
2024-08-21 14:02:37 - {'stat': 'median', 'amp': 5.449810407407432, 'amp_std': 1.749950779049951, 'phase': -15.21985020582252, 'phase_std': 0.3686790670842055, 'amp2': 4.511204661224373, 'amp2_std': 1.747904555499047, 'phase2': 2.670798357322686, 'phase2_std': 0.4465633394239322}
2024-08-21 14:03:03 - {'stat': 'median', 'amp': 3.6334788684118497, 'amp_std': 1.142358118613104, 'phase': -3.0095311846768213, 'phase_std': 0.3800373244201127, 'amp2': 2.7592153948100746, 'amp2_std': 1.1655805215631796, 'phase2': 2.0434078061186716, 'phase2_std': 0.4940173323016428}
2024-08-21 14:03:03 - {'stat': 'median', 'amp': 4.136264927033849, 'amp_std': 1.4839083898857934, 'phase': -14.845867846842099, 'phase_std': 0.36386260281769944, 'amp2': 3.0850905008599447, 'amp2_std': 1.5084368856871473, 'phase2': -3.127207492740181, 'phase2_std': 0.48066797920344445}
2024-08-21 14:03:04 - {'stat': 'median', 'amp': 5.174747166632824, 'amp_std': 2.336584852721485, 'phase': -15.179859414799944, 'phase_std': 0.512905310251936, 'amp2': 4.401019274830194, 'amp2_std': 2.3443592721082482, 'phase2': -3.539837054379666, 'phase2_std': 0.6024797804791983}
2024-08-21 14:03:05 - {'stat': 'median', 'amp': 7.32056239852153, 'amp_std': 3.5137585461952523, 'phase': -15.019888615368165, 'phase_std': 0.5184726243519852, 'amp2': 6.188709338383588, 'amp2_std': 3.547820651696678, 'phase2': -3.34233585632253, 'phase2_std': 0.6089558849715464}
2024-08-21 14:03:05 - {'stat': 'median', 'amp': 3.964191359595746, 'amp_std': 1.4395831655281786, 'phase': -15.061459889372134, 'phase_std': 0.3977888501107281, 'amp2': 2.850453490529551, 'amp2_std': 1.4445693413378717, 'phase2': 9.147805611852322, 'phase2_std': 0.552428691694224}
2024-08-21 14:03:06 - {'stat': 'median', 'amp': 5.449810407407432, 'amp_std': 1.749950779049951, 'phase': -15.21985020582252, 'phase_std': 0.3686790670842055, 'amp2': 4.511204661224373, 'amp2_std': 1.747904555499047, 'phase2': 2.670798357322686, 'phase2_std': 0.4465633394239322}
2024-08-21 14:03:36 - {'stat': 'median', 'amp': 3.6334788684118497, 'amp_std': 1.142358118613104, 'phase': -3.0095311846768213, 'phase_std': 0.3800373244201127, 'amp2': 2.7592153948100746, 'amp2_std': 1.1655805215631796, 'phase2': 2.0434078061186716, 'phase2_std': 0.4940173323016428}
2024-08-21 14:03:37 - {'stat': 'median', 'amp': 4.136264927033849, 'amp_std': 1.4839083898857934, 'phase': -14.845867846842099, 'phase_std': 0.36386260281769944, 'amp2': 3.0850905008599447, 'amp2_std': 1.5084368856871473, 'phase2': -3.127207492740181, 'phase2_std': 0.48066797920344445}
2024-08-21 14:03:37 - {'stat': 'median', 'amp': 5.174747166632824, 'amp_std': 2.336584852721485, 'phase': -15.179859414799944, 'phase_std': 0.512905310251936, 'amp2': 4.401019274830194, 'amp2_std': 2.3443592721082482, 'phase2': -3.539837054379666, 'phase2_std': 0.6024797804791983}
2024-08-21 14:03:38 - {'stat': 'median', 'amp': 7.32056239852153, 'amp_std': 3.5137585461952523, 'phase': -15.019888615368165, 'phase_std': 0.5184726243519852, 'amp2': 6.188709338383588, 'amp2_std': 3.547820651696678, 'phase2': -3.34233585632253, 'phase2_std': 0.6089558849715464}
2024-08-21 14:03:38 - {'stat': 'median', 'amp': 3.964191359595746, 'amp_std': 1.4395831655281786, 'phase': -15.061459889372134, 'phase_std': 0.3977888501107281, 'amp2': 2.850453490529551, 'amp2_std': 1.4445693413378717, 'phase2': 9.147805611852322, 'phase2_std': 0.552428691694224}
2024-08-21 14:03:39 - {'stat': 'median', 'amp': 5.449810407407432, 'amp_std': 1.749950779049951, 'phase': -15.21985020582252, 'phase_std': 0.3686790670842055, 'amp2': 4.511204661224373, 'amp2_std': 1.747904555499047, 'phase2': 2.670798357322686, 'phase2_std': 0.4465633394239322}
2024-08-21 14:04:36 - {'stat': 'median', 'amp': 3.7901055608589944, 'amp_std': 1.1377023406880322, 'phase': -2.9046587013321257, 'phase_std': 0.360631592045623, 'amp2': 2.8367149123032918, 'amp2_std': 1.1422535765704052, 'phase2': 14.754359346807547, 'phase2_std': 0.4812512422264178}
2024-08-21 14:04:36 - {'stat': 'median', 'amp': 5.633445812242827, 'amp_std': 1.8896447760844506, 'phase': -2.4773848062450394, 'phase_std': 0.36524942275341793, 'amp2': 4.384676520061629, 'amp2_std': 1.896815663478978, 'phase2': -3.3986880681434903, 'phase2_std': 0.4685071254264695}
2024-08-21 14:04:37 - {'stat': 'median', 'amp': 6.771511459832993, 'amp_std': 2.6456383657365476, 'phase': -8.983885143908271, 'phase_std': 0.4538858249126297, 'amp2': 5.908669012080928, 'amp2_std': 2.6494719527333177, 'phase2': -3.642953738355701, 'phase2_std': 0.5202006405655049}
2024-08-21 14:04:38 - {'stat': 'median', 'amp': 8.393965414709212, 'amp_std': 3.9212734064845063, 'phase': -2.4519397830506207, 'phase_std': 0.5042843028329304, 'amp2': 7.172995785664608, 'amp2_std': 3.945808823870924, 'phase2': -3.3593375432383943, 'phase2_std': 0.5878389884206034}
2024-08-21 14:04:38 - {'stat': 'median', 'amp': 5.717720299224755, 'amp_std': 1.799353994118035, 'phase': -2.48508784906093, 'phase_std': 0.3435408415208443, 'amp2': 4.462500760507945, 'amp2_std': 1.802734320364604, 'phase2': -3.4172819397579413, 'phase2_std': 0.4401940050218328}
2024-08-21 14:04:39 - {'stat': 'median', 'amp': 6.068724004237443, 'amp_std': 2.009761711024978, 'phase': -2.697494196887849, 'phase_std': 0.3844474305623076, 'amp2': 5.053461600679418, 'amp2_std': 2.0054361002807077, 'phase2': -3.6687588275058927, 'phase2_std': 0.46298429219570386}
2024-08-21 14:05:30 - {'stat': 'median', 'amp': 3.790106006132193, 'amp_std': 1.1377025178030498, 'phase': -2.9046587510502904, 'phase_std': 0.3607528139948638, 'amp2': 2.8367153937536926, 'amp2_std': 1.142253773662039, 'phase2': -4.0951965985837795, 'phase2_std': 0.4812916143140661}
2024-08-21 14:05:30 - {'stat': 'median', 'amp': 5.633444918611662, 'amp_std': 1.8896448608054006, 'phase': -2.47738488087663, 'phase_std': 0.36539352250987434, 'amp2': 4.384675621558217, 'amp2_std': 1.8968157390749745, 'phase2': -3.398688161490187, 'phase2_std': 0.46837264864795364}
2024-08-21 14:05:31 - {'stat': 'median', 'amp': 6.771512354899422, 'amp_std': 2.645638635296292, 'phase': 3.5824856423012714, 'phase_std': 0.4537950211228255, 'amp2': 5.9086698950337535, 'amp2_std': 2.64947218991847, 'phase2': 2.6402317671418287, 'phase2_std': 0.5204013416819413}
2024-08-21 14:05:31 - {'stat': 'median', 'amp': 8.393960788346574, 'amp_std': 3.9212731570808708, 'phase': -2.451940028939694, 'phase_std': 0.5042846582815026, 'amp2': 7.172991097521564, 'amp2_std': 3.945808560491656, 'phase2': -3.3593378129816927, 'phase2_std': 0.5878394542135579}
2024-08-21 14:05:32 - {'stat': 'median', 'amp': 5.717719817559642, 'amp_std': 1.799354287432751, 'phase': -2.4850877263441675, 'phase_std': 0.3435408434858822, 'amp2': 4.462500275569716, 'amp2_std': 1.8027346307466137, 'phase2': -3.4172817741854984, 'phase2_std': 0.4400682480742104}
2024-08-21 14:05:33 - {'stat': 'median', 'amp': 6.0687231725687, 'amp_std': 2.0097616253621755, 'phase': -2.6974942269727524, 'phase_std': 0.3844474798080217, 'amp2': 5.053460774320485, 'amp2_std': 2.005435996260366, 'phase2': -3.6687588696273035, 'phase2_std': 0.4629843627586551}
2024-08-21 14:07:12 - {'stat': 'median', 'amp': 3.7901055608589944, 'amp_std': 1.1377023406880322, 'phase': -2.9046587013321257, 'phase_std': 0.360631592045623, 'amp2': 2.8367149123032918, 'amp2_std': 1.1422535765704052, 'phase2': 14.754359346807547, 'phase2_std': 0.4812512422264178}
2024-08-21 14:07:12 - {'stat': 'median', 'amp': 5.633445812242827, 'amp_std': 1.8896447760844506, 'phase': -2.4773848062450394, 'phase_std': 0.36524942275341793, 'amp2': 4.384676520061629, 'amp2_std': 1.896815663478978, 'phase2': -3.3986880681434903, 'phase2_std': 0.4685071254264695}
2024-08-21 14:07:13 - {'stat': 'median', 'amp': 6.771511459832993, 'amp_std': 2.6456383657365476, 'phase': -8.983885143908271, 'phase_std': 0.4538858249126297, 'amp2': 5.908669012080928, 'amp2_std': 2.6494719527333177, 'phase2': -3.642953738355701, 'phase2_std': 0.5202006405655049}
2024-08-21 14:07:13 - {'stat': 'median', 'amp': 8.393965414709212, 'amp_std': 3.9212734064845063, 'phase': -2.4519397830506207, 'phase_std': 0.5042843028329304, 'amp2': 7.172995785664608, 'amp2_std': 3.945808823870924, 'phase2': -3.3593375432383943, 'phase2_std': 0.5878389884206034}
2024-08-21 14:07:14 - {'stat': 'median', 'amp': 5.717720299224755, 'amp_std': 1.799353994118035, 'phase': -2.48508784906093, 'phase_std': 0.3435408415208443, 'amp2': 4.462500760507945, 'amp2_std': 1.802734320364604, 'phase2': -3.4172819397579413, 'phase2_std': 0.4401940050218328}
2024-08-21 14:07:14 - {'stat': 'median', 'amp': 6.068724004237443, 'amp_std': 2.009761711024978, 'phase': -2.697494196887849, 'phase_std': 0.3844474305623076, 'amp2': 5.053461600679418, 'amp2_std': 2.0054361002807077, 'phase2': -3.6687588275058927, 'phase2_std': 0.46298429219570386}
2024-08-21 14:08:09 - {'stat': 'median', 'amp': 3.7901055608589944, 'amp_std': 1.1377023406880322, 'phase': -2.9046587013321257, 'phase_std': 0.360631592045623, 'amp2': 2.8367149123032918, 'amp2_std': 1.1422535765704052, 'phase2': 14.754359346807547, 'phase2_std': 0.4812512422264178}
2024-08-21 14:08:09 - {'stat': 'median', 'amp': 5.633445812242827, 'amp_std': 1.8896447760844506, 'phase': -2.4773848062450394, 'phase_std': 0.36524942275341793, 'amp2': 4.384676520061629, 'amp2_std': 1.896815663478978, 'phase2': -3.3986880681434903, 'phase2_std': 0.4685071254264695}
2024-08-21 14:08:10 - {'stat': 'median', 'amp': 6.771511459832993, 'amp_std': 2.6456383657365476, 'phase': -8.983885143908271, 'phase_std': 0.4538858249126297, 'amp2': 5.908669012080928, 'amp2_std': 2.6494719527333177, 'phase2': -3.642953738355701, 'phase2_std': 0.5202006405655049}
2024-08-21 14:08:10 - {'stat': 'median', 'amp': 8.393965414709212, 'amp_std': 3.9212734064845063, 'phase': -2.4519397830506207, 'phase_std': 0.5042843028329304, 'amp2': 7.172995785664608, 'amp2_std': 3.945808823870924, 'phase2': -3.3593375432383943, 'phase2_std': 0.5878389884206034}
2024-08-21 14:08:11 - {'stat': 'median', 'amp': 5.717720299224755, 'amp_std': 1.799353994118035, 'phase': -2.48508784906093, 'phase_std': 0.3435408415208443, 'amp2': 4.462500760507945, 'amp2_std': 1.802734320364604, 'phase2': -3.4172819397579413, 'phase2_std': 0.4401940050218328}
2024-08-21 14:08:12 - {'stat': 'median', 'amp': 6.068724004237443, 'amp_std': 2.009761711024978, 'phase': -2.697494196887849, 'phase_std': 0.3844474305623076, 'amp2': 5.053461600679418, 'amp2_std': 2.0054361002807077, 'phase2': -3.6687588275058927, 'phase2_std': 0.46298429219570386}
2024-08-21 14:08:45 - {'stat': 'mean', 'amp': 3.7760308675800953, 'amp_std': 1.1437519098045426, 'phase': -9.176531514264502, 'phase_std': 0.3636033499671767, 'amp2': 2.8327688838048544, 'amp2_std': 1.1466030250119206, 'phase2': 8.48618972112715, 'phase2_std': 0.48443055026847387}
2024-08-21 14:08:45 - {'stat': 'mean', 'amp': 4.688670218037408, 'amp_std': 1.4910867533848688, 'phase': -8.726134000581515, 'phase_std': 0.34224451754229035, 'amp2': 3.6325746065456603, 'amp2_std': 1.4968945689153832, 'phase2': 2.920112992668971, 'phase2_std': 0.4409488024590873}
2024-08-21 14:08:46 - {'stat': 'mean', 'amp': 5.937945895370871, 'amp_std': 2.3061308057977183, 'phase': -8.958920936825999, 'phase_std': 0.4484577432456637, 'amp2': 5.19158678875447, 'amp2_std': 2.3100619123834383, 'phase2': 2.6682923393203493, 'phase2_std': 0.5130396300821178}
